Debug:  F:() L:(0) 	(2022-05-27 18:31:51) 	App begin
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	insert
Debug:  F:(qrc:/qmls/Page/DirectoryPage.qml) L:(292) 	(2022-05-27 18:37:52) 	get the finish signal
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	The result of it is =  39  and  25
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	The result of it is =  39  and  25
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(49) 	(2022-05-27 18:38:01) 	The current status is =  [object Object]
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(107) 	(2022-05-27 18:38:01) 	The current index is =  0
Debug:  F:(qrc:/qmls/Page/WordBooks.qml) L:(24) 	(2022-05-27 18:38:02) 	load
Warning:  F:(qrc:/qmls/Page/ShowDetailWord.qml) L:(63) 	(2022-05-27 18:38:03) 	qrc:/qmls/Page/ShowDetailWord.qml:63:17: Unable to assign int to QQuickAnchorLine
Warning:  F:(qrc:/qmls/Page/ShowDetailWord.qml) L:(74) 	(2022-05-27 18:38:03) 	qrc:/qmls/Page/ShowDetailWord.qml:74:17: Unable to assign int to QQuickAnchorLine
Warning:  F:(qrc:/qmls/Page/ShowDetailWord.qml) L:(65) 	(2022-05-27 18:38:03) 	qrc:/qmls/Page/ShowDetailWord.qml:65: TypeError: Cannot read property '0' of undefined
Warning:  F:(qrc:/qmls/Page/ShowDetailWord.qml) L:(76) 	(2022-05-27 18:38:03) 	qrc:/qmls/Page/ShowDetailWord.qml:76: TypeError: Cannot read property '0' of undefined
Debug:  F:(qrc:/qmls/Page/ShowDetailWord.qml) L:(13) 	(2022-05-27 18:38:03) 	The title is =  错题本
Debug:  F:() L:(0) 	(2022-05-27 18:38:03) 	The table name is =  "allWords1"
Debug:  F:(qrc:/qmls/Page/WordBooks.qml) L:(78) 	(2022-05-27 18:38:03) 	The book name is =  错题本
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(49) 	(2022-05-27 18:39:42) 	The current status is =  [object Object]
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-21"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  33
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-22"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-23"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-24"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  30  and  24
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-25"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  60  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-26"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  23
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  39  and  25
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(213) 	(2022-05-27 18:39:42) 	The max top value is =  60
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-21"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  33
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-22"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-23"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-24"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  30  and  24
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-25"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  60  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-26"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  50  and  23
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The result of it is =  39  and  25
Debug:  F:() L:(0) 	(2022-05-27 18:39:42) 	The a1::: 52   48   22   16
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(240) 	(2022-05-27 18:39:42) 	The result is =  52
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(240) 	(2022-05-27 18:39:42) 	The result is =  48
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(240) 	(2022-05-27 18:39:42) 	The result is =  22
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(240) 	(2022-05-27 18:39:42) 	The result is =  16
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(244) 	(2022-05-27 18:39:42) 	陌生: 37.68%
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(248) 	(2022-05-27 18:39:42) 	一般: 34.78% and  48
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(252) 	(2022-05-27 18:39:42) 	熟悉: 15.94% and  22
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(256) 	(2022-05-27 18:39:42) 	牢记: 11.59%
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(107) 	(2022-05-27 18:39:42) 	The current index is =  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-14"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-15"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-16"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  20  and  14
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-17"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-18"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  40  and  34
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-19"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-20"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  60  and  47
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(213) 	(2022-05-27 18:40:49) 	The max top value is =  60
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-14"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-15"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-16"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  20  and  14
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-17"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  0  and  0
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-18"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  40  and  34
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-19"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	the time is =  "2022-05-20"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:49) 	The result of it is =  60  and  47
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-21"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  33
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-22"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-23"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-24"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  30  and  24
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-25"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  60  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-26"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  23
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  39  and  25
Debug:  F:(qrc:/qmls/Page/ChartView.qml) L:(213) 	(2022-05-27 18:40:51) 	The max top value is =  60
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-21"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  33
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-22"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-23"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  40  and  28
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-24"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  30  and  24
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-25"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  60  and  42
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-26"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  50  and  23
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	the time is =  "2022-05-27"  and  1
Debug:  F:() L:(0) 	(2022-05-27 18:40:51) 	The result of it is =  39  and  25
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(49) 	(2022-05-27 18:40:58) 	The current status is =  [object Object]
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(107) 	(2022-05-27 18:40:58) 	The current index is =  3
Debug:  F:(qrc:/qmls/Page/UserPage.qml) L:(168) 	(2022-05-27 18:41:05) 	The mm is =  123456
Warning:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(-1) 	(2022-05-27 18:41:05) 	qrc:/qmls/Component/ListItemForUserInfo.qml: ReferenceError: arr is not defined
Warning:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(25) 	(2022-05-27 18:41:05) 	qrc:/qmls/Component/ListItemForUserInfo.qml:25: ReferenceError: arr is not defined
Warning:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(25) 	(2022-05-27 18:41:05) 	qrc:/qmls/Component/ListItemForUserInfo.qml:25: ReferenceError: arr is not defined
Warning:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(25) 	(2022-05-27 18:41:05) 	qrc:/qmls/Component/ListItemForUserInfo.qml:25: ReferenceError: arr is not defined
Debug:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(34) 	(2022-05-27 18:41:06) 	The name is =  我的名称
Debug:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(37) 	(2022-05-27 18:41:06) 	The key and value is =  我的名称   and: 20182621
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:41:06) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:41:06) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/LittleWindow.qml) L:(51) 	(2022-05-27 18:41:06) 	qrc:/qmls/Component/LittleWindow.qml:51:13: Unable to assign double to QFont
Debug:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(34) 	(2022-05-27 18:41:08) 	The name is =  我的电话
Debug:  F:(qrc:/qmls/Component/ListItemForUserInfo.qml) L:(37) 	(2022-05-27 18:41:08) 	The key and value is =  我的电话   and: 18036196029
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:41:08) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:41:08) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/LittleWindow.qml) L:(51) 	(2022-05-27 18:41:08) 	qrc:/qmls/Component/LittleWindow.qml:51:13: Unable to assign double to QFont
